id,tweet,fake,real
3113,coronavirus update india fight corona more number crore sample tested today co vid number test per million tpm jump number,0,1
3114,the cdc network track co vid number hospitalization rate show overall hospitalization rate increasing w rate increasing w age rate ppl number highest number per number people ppl number take special precaution prevent co vid number url url,0,1
3115,claim india began screening passenger co vid number affected country single case p m modi fact the govt mandated universal screening international flight march number number case detected across number indian state url,1,0
3116,the success co vax facility hinge country signing also filling key funding gap research development work support lower income economy within facility user co vid number,0,1
3117,d cgi give nod bharat biotech conduct phase i ii human clinical trial develop indigenous vaccine co vid number url,0,1
3118,breaking trump announced u s officially leaving world health organization middle pandemic who currently coordinating international vaccine drug trial fight co vid number url coronavirus coronavirus update,1,0
3119,the head nh test trace dido harding say theyve seen doubling number child number tested coronavirus since school returned insists planned sizable increase testing capacity live update url url,0,1
3120,band hug an i using pancha gav ya based nasal spray corona outbreak since antiviral form layer around mucus membrane logically reduce chance infection ha also helped feel energetic url url,1,0
3121,number new case co vid number nigeria lagos number oyo number delta number ebony i number plateau number on do number fct number ogun number edo number imo number bayelsa number benue number gombe number kano number kaduna number osun number nasarawa number borno number katsina number anambra number number confirmed number discharged number death url,0,1
3122,coronavirus dy number number degree temperature according unicef,1,0
3123,glenmark s fabi flu fav i pira vir yield positive data phase i e long co vid number trial broad spectrum antiviral medication known selectively block rna dependent rna polymerase rd rp sars cov number viral replication phase number mg day number number mg number day,1,0
3124,rt user icy mi a new user show action helped prevent co vid number outbreak number overnight camp maine summer,0,1
3125,hhs distribute number billion co vid hot spot number million already paid out url,0,1
3126,guam reported number new case today highest single day number far the territory also reporting testing issue dph s reaching storage capacity specimen dph s said delay test result url,0,1
3127,coronavirus grandparent exempt local lockdown rule childcare reason url,0,1
3128,india fight corona coronavirus update india see unprecedented surge co vid number recovery nearly number recovery last number hour total number recovered case nearly number lakh url,0,1
3129,a whole floor main peruvian hospital infected co vid number decided close place,1,0
3130,news stay alert sort mean kind lockdown ish much clarifies government url url,1,0
3131,just stop it and enjoy pain next number day make tick calendar every day and feel urge postpone number min before that throw away packet garbage corona excuse enough visit shop get safety near one url,1,0
3132,edmonton calgary ignite old rivalry get coronavirus case able g,1,0
3133,question pet s health pandemic talk veterinarian concern we still learning virus affect animal learn pet co vid number url url,0,1
3134,our daily update published we ve tracked number million test le number k yesterday note track test state report and state report test for detail see url url,0,1
3135,new the doctor featured viral video coronavirus pandemic history making unproven conspiratorial bizarre medical claim url url,1,0
3136,we re looking forward making data widely accessible alongside important context understanding health disparity we salute organization like user user user work hope contribute understanding outbreak,0,1
3137,in absolute term u s done lot testing per caput basis were pretty far behind nation a importantly varies wildly state chart one data user show url,0,1
3138,mother counselled many many benefit breastfeeding newborn baby child substantially outweigh potential risk co vid number infection user,0,1
3139,according greek journalist co vid number pandemic since dead count number people who defrauded private company impose social distancing measure,1,0
3140,our daily update published state reported number k test number k case number death url,0,1
3141,a video show monkey attacking gandhi hospital hyderabad,1,0
3142,co vid number test fraud,1,0
3143,number new case co vid number nigeria lagos number osun number kaduna number oyo number fct number plateau number river number kano number on do number ogun number abia number gombe number imo number enugu number kwara number delta number niger number borno number bauchi number nasarawa number number confirmed number discharged number death url,0,1
3144,myrtle beach south carolina reported number new coronavirus case number hour,1,0
3145,if michigan continues stay home hospital become overloaded however distancing relaxed potential number k hospitalization overwhelming system april number learn url url,0,1
3146,number new case co vid number number lagos number kano number jig awa number yo be number fct number ogun number plateau number gombe number imo number edo number kwara number borno number bauchi number nasarawa number on do number case co vid number nigeria discharge smile number death number url,0,1
3147,india fight corona india s total recovery cross number lakh patient recovered three time active case recovery exceed active case number lakh stay safe india win url,0,1
3148,repeat shands hospital gainesville florida confirmed first case coronavirus repeat,1,0
3149,testing reached significant milestone yesterday laboratory completed number test bringing total number test completed date number this represents number new zealand population,0,1
3150,there number people linked community cluster remain auckland quarantine facility includes number people tested positive co vid number household contact,0,1
3151,number state posted record high new case since sunday number u state url,0,1
3152,snap analysis this relief california tested number people knew hour ago that said huge state know many test still pending based ca previous reporting could a lot,0,1
3153,we grateful level interest rapid co vid testing community please note due high demand caused additional seasonal respiratory illness current shipping delay in between shipment rapid co vid testing kit url,1,0
3154,apology tweet typo today folk this danger tweet ing also engaging number slack conversation typing document user,0,1
3155,hillary clinton coughing fit number presidential race became source medium consternation new evidence arisen may lead u believe patient zero co vid number early july number a thread number number,1,0
3156,were still debunking misinformation coronavirus why because hoax travel fast number cause pandemic need clarification url url,1,0
3157,india fight corona india occupies top position world term total recovery more number lakh recovered india recovery constitute number total global recovery url url,0,1
3158,nyc presumptive death causing discrepancy jhu tracker url url,0,1
3159,news coronation street character shown starving death br exit ad campaign us product placement url url,1,0
3160,yesterday laboratory completed number test bringing total number test completed date number lower testing volume regularly observed holiday weekend,0,1
3161,pfizer s announces likely know vaccine effective end october if pfizer plan begin distribution number the company looking add diverse vulnerable population trial user url,0,1
3162,rt user india fight corona in spite sustained level number lakh number lakh test day positivity figure come number,0,1
3163,people shouting allahu akbar europe coronavirus outbreak,1,0
3164,with today s five new case total number active case number of number imported case miq facility number community case,0,1
3165,this morning honourable minister state user user director general user provided update regular press briefing co vid number nigeria a number th march number total number confirmed co vid number case reported nigeria number tested negative discharged url,0,1
3166,a per user s mumbai co vid number dashboard slide number number sample tested co vid number number th july number url user user maharashtra co vid number co vid number co vid corona update coronavirus india coronavirus update coronavirus url,0,1
3167,death young sri lankan nurse living adelaide australia due co vid number,1,0
3168,multisystem inflammatory syndrome child misc appears associated co vid number cdc recommends healthcare provider report suspected case local state territorial health department see health advisory issue smile url url,0,1
3169,and part global investment needed ensure everyone everywhere access tool for co vid number vaccine alone number billion needed user,0,1
3170,at ncdc nicad e activity adapted support co vid number response via subprojects capacity development ipc training hcws he pe rota surveillance supporting implementation amr surveillance diagnostic stewardship read url url,0,1
3171,we grateful additional medical supply including personal protective equipment provided user user support co vid number response activity nigeria one key strategy nigeria s response ensure frontline health worker protected url,0,1
3172,you notice california major adjustment we switching back state data frequently updated source this one time adjustment more discussion here url and context california here url,0,1
3173,the latest update ministry health there new case co vid number report new zealand this number th consecutive day new case our total number confirmed case remains number the number recovered case unchanged number url,0,1
3174,the an he mbi field hospital so paulo brasil empty a video allegedly prof it,1,0
3175,false claim number death due co vid number sri lanka,1,0
3176,a viral text based image post claiming number italy infected mobile phone cover quoting finding research without specifying detail name research the post advises abandon phone cover,1,0
3177,number new case co vid number number lagos number fct number kaduna number sokoto number kebbi number yo be number borno number edo number bauchi number gombe number enugu number oyo number zamfara number nasarawa number osun number ebony i number kwara number kano number plateau number confirmed case co vid number nigeria discharge smile number death number url,0,1
3178,a patient take step reduce risk sepsis follow simple tip protect family url sam number url,0,1
3179,denmark passed number new case co vid number one day number case,1,0
3180,dog cleared who resume eating single piece spaghetti kiss coronavirus co vid number url url,1,0
3181,unicef published health advice co vid number,1,0
3182,user user user china bioengineered co vid number wuhan lab it purposefully released domestically quell hk protest allowed travel outside country primary target america it called asymmetric warfare low intensity conflict co vid primer colour revolution,1,0
3183,in ka co vid number case spiking repeat so user sent number if user need purchase number cycle pimp repeat i e administration url,1,0
3184,say pandemic occurs exactly every number year,1,0
3185,russian president vladimir put in released number lion tiger across russia devour anyone come out stay home die hard goat,1,0
3186,india fight corona india record number recovery two day row total recovery cross number lakh recovered case exceed active case number lakh stay safe india win url,0,1
3187,a doctor went uttar pradesh a state india screen patient coronavirus attacked stone muslim she succumbed injury,1,0
3188,the committee engage stakeholder including state government vaccine manufacturer user user user user user user user user user user user user,0,1
3189,there case news coronavirus ma turn city,1,0
3190,since onset co vid number nigeria we ve trained number health worker infection prevention control ipc we ve developed online course ipc reduce risk co vid number transmission health care setting take responsibility user user url,0,1
3191,would jesus wear virus mask url,1,0
3192,transport sec grant sh apps say it important end position france spain who ve seen spike co vid number case arrives cabinet meeting ahead pm announcement new national restriction kay burley url url,0,1
3193,number new case co vid number lagos number fct number delta number oyo number borno number river number edo number ebony i number anambra number gombe number nasarawa number imo number kano number sokoto number jig awa number ogun number bauchi number kebbi number kaduna number katsina number on do number abia number niger number number case co vid number discharge smile number death number url,0,1
3194,coronavirus the number behind uk newest co vid number warning url,0,1
3195,the existence canine coronavirus vaccine cast doubt statement isn t one human,1,0
3196,the federal government fired number thousand public servant received illegally emergency co vid number allowance,1,0
3197,brazilian army built number hospital bed number hour,1,0
3198,user dr samad i believe co vid number bioengineered,1,0
3199,we whatever humanly possible protect care home virus they re place sanctuary winter health secretary matt hancock announces adult social care infection control fund extended get here url url,0,1
3200,italian billionaire commits suicide throwing number th floor tower entire family wiped coronavirus,1,0
3201,news eu threatens expel uk unless parliament reopened url url,1,0
3202,this month s blood disorder webinar discus co vid number associated vte risk consideration preregister join u september number number p m et url url,0,1
3203,new in recent press conference president user oversold credit due white house falling coronavirus fatality statistic url url,1,0
3204,the italian government prohibiting christian mass allows prayer islamic mosque,1,0
3205,joe exotic test positive for coronavirus in prison,1,0
3206,a may number study the proceeding national academy science show talking produce thousand saliva droplet stay air number minute url,0,1
3207,acc user till number july number co vid number case sita mar hi district bihar number recovered number active case co vid number co vid number co vid number corona update coronavirus india coronavirus update coronavirus co vid update url,0,1
3208,number new case co vid number nigeria fct number lagos number on do number osun number plateau number river number enugu number nasarawa number bayelsa number ebony i number ekiti number oyo number edo number abia number ogun number katsina number imo number adamawa number number confirmed number discharged number death url,0,1
3209,by five largest known cluster virus united state nursing home meatpacking plant inside correction institution url,0,1
3210,first death coronavirus barranquilla columbia,1,0
3211,our co vid number number better almost country,1,0
3212,nice rapid evidence review fails support use vitamin d reduce risk severity co vid number url url,0,1
3213,respect put in daughter among volunteer trial russian vaccine russie,1,0
3214,texas report yesterday number number day they ve also changed method counting death comprehensive slower method read complex accounting co vid number death recent blog post url,0,1
3215,user why jb pritzker using chinese test kit illinoisan company whose gm affiliated wuhan institute virology center co vid controversy deemed researcher bioweapon lab,1,0
3216,we re want response co vid number nigeria we reagent number test across lab network however testing capacity grossly underutilised we re challenging state collect sample right people user user url,0,1
3217,a video show man spitting inside food packet coronavirus crisis,1,0
3218,chinese pet owner killing cat dog throwing window fear pet spreading coronavirus this come memo issued authority pet owner get rid animal,1,0
3219,northern ireland first minister arlene foster say new restriction tough country known hospitality say it kindness host attend large gathering moment said adding only winner would co vid number url,0,1
3220,a video nairobi governor mike son ko claiming world health organization who recommends drinking alcohol help prevent new coronavirus circulating online,1,0
3221,photo show million people berlin anti coronavirus restriction rally late august number,1,0
3222,the total number active case managed isolation facility new zealand number,0,1
3223,sadly historical data adjustment come right pulled number tweet s they nudged death pushing number day average back number here data like now url url,0,1
3224,using infrared thermometer forehead check temperature body harm organ head,1,0
3225,ok grade back the score contains number simple component number number reporting positive reliably only nv fails number number reporting negative sometimes number number reporting negative reliably number number reporting commercial test all lab report positive url,0,1
3226,while number co vid number case which counted cumulatively increasing indicator used track weekly national trend level illness hospitalization rate proportion death co vid number fell prior week url url,0,1
3227,final shout out kansa user illinois user thus far two state breaking testing race ethnicity,0,1
3228,hydroxy chloro q en a memory supplement url donald trump republican coronavirus dr anthony fauci hydroxychloroquine,1,0
3229,american confused whether getting coronavirus is good bad url coronavirus political correctness co vid number,1,0
3230,news man planning spend lockdown writing novel probably wank early grave url url,1,0
3231,report outbreak idiocy spreading number time faster coronavirus coronavirus url,1,0
3232,a video show health worker turning back protest official car pass supposedly protest minister health spain salvador illa minister equality irene montero gregorio maran hospital,1,0
3233,senegal doctor come serum coronavirus,1,0
3234,trump said new zealand big surge day reported nine new co vid number case we don t want that said despite ten thousand new daily case u s trump s claim big surge rated false url,1,0
3235,cristiano ronaldo transform hotel portugal hospital help fight coronavirus he communicated hell pay worker doctor free,1,0
3236,a viral video interview tierra pura portal disseminated doctor mariana colomb re gar men dia denounces over registration number people infected killed co vid number disease argentina say buenos aire government pay doctor institution alleged purpose extending quarantine,1,0
3237,rt user after launching co vid number chat bot user english spanish hindi user proud announce number th l,1,0
3238,pakistani dr u man riaz speaks coronavirus death,1,0
3239,co vid patient often report persistent symptom me cf making long co vid week s clinical trend url url,0,1
3240,professor chris whitty say uk must take co vid number very seriously next six month there no evidence virus currently milder form one april read more url url,0,1
3241,ok daily update published state reported number k test today s case count second highest data record set yesterday hospitalization kept moving upward state reported number death url,0,1
3242,audio what sapp head cardiology gregorio maran hospital state moment uncontrolled coronavirus infection,1,0
3243,among individual state two stand different reason first new jersey case total jumped number number unfortunately report total test public health lab know true denominator positive url,0,1
3244,man ir hossain number year old man india s tripura died hospital malaysia due new coronavirus,1,0
3245,video show canadian pm wife talking effect coronavirus,1,0
3246,india fight corona number state ut registered recovery rate national average url,0,1
3247,our daily update published state reported number k test number k le last thursday to day case count number k death toll number url,0,1
3248,alberto fern ndez coronavirus mortality people number number,1,0
3249,india fight corona user guideline co vid test who recommended number sample per day per number number test per day per million population detail url stay safe india win url,0,1
3250,chloroquine effective remedy coronavirus,1,0
3251,a positive test rapid antigen test considered true positive whereas symptomatic individual testing negative rapid antigen test confirmed real time pcr test rule infection number number,0,1
3252,that said state like maryland begun separate confirmed probable death this method reporting look like best path forward allow comprehensive accounting url url,0,1
3253,african glad they dont live in america url coronavirus satire irony,1,0
3254,social medium post shared ten thousand time claim white house adviser dr anthony fauci stand alone insisting hydroxychloroquine s effectiveness co vid number unproven italy france spain brazil say work,1,0
3255,the uk face another national lockdown in short order unless people abide new co vid number restriction government adviser warns url,0,1
3256,india fight corona india testing capacity surged number l daily test higher number cr total test conducted across country url,0,1
3257,homeopathic drug arsenicum album number prevention coronavirus infection the message claim ayu sh ministry india suggested taking arsenicum album number homeopathic medicine three day avoid infecting coronavirus,1,0
3258,when project began know wed still april now expect many month and putting together technical organizational resource it huge thanks many volunteer institutional home user,0,1
3259,today ncdc accredited number laboratory across country total capacity test number daily lagos state fct support ncdc established several sample collection center national testing strategy reviewed maximize testing he user,0,1
3260,news man tweet ing life matter also advocate risking vulnerable people dying co vid number get economy going url url,1,0
3261,osd maharashtra cm udd hav thackeray break press meet referring pathetic handling co vid number government he also head medical assistance cell,1,0
3262,india fight corona india registered highest recovery single day number co vid number patient recovered last number hr india s case fatality rate global average number stand number today detail url stay safe url,0,1
3263,a new vaccine co vid number alter person dna genetically modify human,1,0
3264,high street across england set benefit number million government funded scheme help recover impact co vid number chief executive historic england duncan wilson breakfast number channel number watch live url url,0,1
3265,because who clause dutch primary school allowed vaccinate child without parent consent,1,0
3266,finally indian student pondicherry university named ramu found home remedy cure co vid number first time accepted who he proved adding number tablespoon black pepper powder number table spoon honey ginger juice consecutive number day would suppress effect corona and eventually go away number entire world starting accept remedy finally good news in number repeat please circulate this information to all your family member and friend,1,0
3267,yesterday erroneously reported one new case ekiti this wrong caused error verification process therefore april number number number confirmed case number discharged number death ekiti state number confirmed case not number url,0,1
3268,our daily update published we ve tracked almost number million test number k yesterday note track test state report and state report test for detail see url url,0,1
3269,paul mana fort released prison home confinement amid coronavirus concern mana fort url,1,0
3270,india fight corona number new confirmed case reported last number hour country number new case found concentrated ten state ut url,0,1
3271,dr zhong nanshan said saline solution kill virus,1,0
3272,north carolina repeat s health department telling hospital decide elective surgery won repeat t eligible receive protective equipment state repeat,1,0
3273,health ministry issue manual surveillance team containment zone url user user user user user user user user,0,1
3274,communicating prevention message critical slowing spread co vid number the first step repeat get know partner involved say cdc s maggie silver read communication partnership support part co vid number response url url,0,1
3275,our total number recovered case number number active case no additional death there one person still hospital person require intensive care yesterday lab processed number test the total test completed number,0,1
3276,update coronavirus co vid number pandemic could disrupt bed net distribution core health service malaria burden could double number result distribution long lasting insecticide treated net essential mitigate risk report url url,0,1
3277,india fight corona india maintains trend high recovery new recovery exceeded new case number th day row recovery rate continues rise cross number stay safe india win url,0,1
3278,older people preexisting medical condition diabetes cancer higher risk complication co vid number let take responsibility ensuring proper hand hygiene physical distancing wearing mask especially around vulnerable group url,0,1
3279,people knew coronavirus year information hidden ordinary people the authority waited right time launch virus,1,0
3280,continue use preventive action like washing hand wearing mask clean returning home hurricane sally url co vid number url,0,1
3281,number ltc death occurred since june even co vid number s risk established facility struggled obtain rapid testing personal protective equipment one health economist call federal government s response dismal failure,0,1
3282,co vid test result come week or more later useless url url,0,1
3283,icmr establishes number new co vid number testing facility launched hon pm user these lab will increase testing capacity reduce turnaround time reduce exposure lab personnel user user user url,0,1
3284,death number yesterday were pretty close average april daily death number lower recent day note saw big dip sun mon last week number number number number jumping new plateau url,0,1
3285,rt user india fight corona india s maintains high co vid number recovery rate total recovery cross number lakh recovered patient,0,1
3286,just case wondering much medium control people america vaccinating cattle coronavirus year yet news tell it s new gunna kill go buy mask,1,0
3287,rt user some pet u tested positive co vid number mostly contact person co vid number protect pet,0,1
3288,a today we re still sure much new hhs guideline hospital data reporting affect data state report so far look like two state idaho missouri run trouble here s mo hospital assoc say url url,0,1
3289,it look u like indiana added list serious outbreak it worth watching state press conference they discus hospitalization situation beginning around number url,0,1
3290,news man regret signing dating site username co vid number url url,1,0
3291,coronavirus made tackling obesity urgent ever url,0,1
3292,quote anthony fauci writing repeat i reject notion it repeat s repeat just virus repeat we repeat ll get eventually what careless lazy heartless stance repeat,1,0
3293,rt user india fight corona india scale new height co vid number testing number lakh test conducted last number hour,0,1
3294,did you already have coronavirus here s a simple test url,1,0
3295,the centre released guideline unlock number third phase easing restriction put place curb spread co vid number this come effect number august bihar government dispelled rumour statewide lockdown till number august coronavirus fact co vid number url,1,0
3296,coronavirus curfew bar pub among new lockdown restriction northeast england url,0,1
3297,the white house started pushing student return school fall we consulted study expert get better idea community safely educate student co vid number url,1,0
3298,a today karnataka recovery rate co vid number patient number user user user co vid number co vid number co vid number corona update coronavirus india coronavirus update coronavirus co vid update url,0,1
3299,number people recovered number confirmed probable case recovered number test processed yesterday this brings total number test number number people currently hospital,0,1
3300,the facility critical mechanism joint procurement pooling risk across multiple vaccine whatever vaccine proven safe effective country within facility able access them user co vid number url,0,1
3301,brahmin a higher indian caste chopped girl tongue offering god prevent co vid number infection,1,0
3302,new cdc travel notice co vid number australia brazil canada chile japan israel pakistan thailand turkey avoid nonessential travel area more information url url,0,1
3303,the cdc co vid view report summarizes new data co vid number like illness hospitalization rate death associated influenza pneumonia co vid number url url,0,1
3304,the pandemic fake excuse bill gate depopulate earth,1,0
3305,number new case co vid number nigeria lagos number gombe number oyo number delta number on do number plateau number ebony i number fct number kwara number kaduna number river number ogun number anambra number imo number ekiti number number confirmed number discharged number death url,0,1
3306,a johnson johnson co vid vaccine trial prevented severe illness small group hamster however promising result hamster necessarily mean vaccine provide level protection human read user url,0,1
3307,coronavirus update india fight corona india s total co vid number recovered case double active case url user user user user user user user user user user,0,1
3308,not daily corona case highest world since august number today our govt transformed corona repeat india recorded another grime milestone overtaking brazil repeat now indian tax payer urge performance expert minister only carry u frm dis number url url,1,0
3309,u surpasses record number new case coronavirus url,1,0
3310,user user were looking county right collaboration existing group user,0,1
3311,bit surprising day fewer test positive expected tuesday only number k case reported today substantially brought number day average case getting low level new england midatlantic state url,0,1
3312,donald trump always put wealthy well connected friend first come surprise but allow bank back small business owner middle global pandemic new low even him url,1,0
3313,rt user i confidence american public continue embrace co vid number mitigation technique face mask social dist,0,1
3314,who call isolation china due coronavirus,1,0
3315,trump hail positive talk with co vid number url,1,0
3316,there number user approved co vid number testing lab delhi comprising number govt lab number pvt lab kindly refer following link list lab url co vid number co vid co vid number co vid number co vid number india corona coronavirus coronavirus india url,0,1
3317,everyone stock essential milk ration medicine cash india soon going declare national emergency,1,0
3318,ancient herbal drink effective remedy novel coronavirus,1,0
3319,dettol lysol kill coronavirus,1,0
3320,image statement prime minister italy,1,0
3321,a today district highest no active co vid number case gujarat are surat number ahmed ab smile number vadodara number rajkot number mehsana number co vid co vid number co vid number corona update coronavirus india coronavirus update coronavirus co vid update url,0,1
3322,coronavirus truth exclusive china tracking every movement uighur minority find reason detain them leaked document ppl arrested growing beard many child url karaka x list url,1,0
3323,repeat canada criminalized cv number measure requiring mask distancing quarantining vaccine repeat,1,0
3324,prime minister boris johnson say uk currently testing capacity available meet demand people wanting co vid number test add daily testing capacity number end october follow live url url,0,1
3325,massive thanks state employee updating public health site difficult circumstance we huddled team put together suggestion co vid number test data reporting could improved make aggregation easier url,0,1
3326,message health authority chandigarh hello kindly request come house number pm tonight till tomorrow number am repeat a spraying medicine air order kill co vid number repeat share information friend relative family repeat for chandigarh thank you,1,0
3327,coronavirus country world patient treated like prisoner url,1,0
3328,also note expert say broad testing optimal strategy stage local outbreak but long term testing remains important strategy understanding resolving crisis,0,1
3329,a video viewed hundred thousand time post facebook twitter youtube claim show freight train carrying essential commodity co vid number lockdown india,1,0
3330,user user user user user user user user user user user user user user user user user blame chyna lab manufactured disease democrat funding wuhan lab sham impeachment kung flu secretly imported chyna domestic transportation lockdown criticize trump flight ban chyna now,1,0
3331,news hope horizon white house announces major breakthrough search co vid number scapegoat url url,1,0
3332,jared le to creating a cult to save people from the coronavirus url,1,0
3333,a video show mock funeral procession celebrate indian home minister am it shah testing positive novel coronavirus,1,0
3334,a video viewed number million time facebook urge people inhale steam kill novel coronavirus,1,0
3335,if you re sick co vid number pet becomes sick don t take pet veterinary clinic yourself call veterinarian let know sick co vid number url url,0,1
3336,u s house speaker nancy pelosi wuhan china six day impeachment proceeding president trump ended,1,0
3337,pcr test can not detect new coronavirus,1,0
3338,a number sep number fatality rate co vid number case across india number co vid number co vid co vid number co vid number co vid number india corona coronavirus coronavirus india coronavirus pandemic coronavirus update co vid update corona update corona update india url,0,1
3339,coronavirus wetherspoons reveals number staff caught co vid number since pub reopened url,0,1
3340,a coronavirus vaccine may necessarily answer url via user user coronavirus context url,0,1
3341,jack in the box suggests that eating their ultimate chees burger could help fight off coronavirus germ url hamburger,1,0
3342,user the pending data california come gone it make really difficult track state test consistently the number test bounce around way really confuse people a broader change coming pending reporting,0,1
3343,who user user user joined force support belize improving diagnostic training capacity providing crucial equipment supply co vid number url impact url,0,1
3344,horrific handling no respect number bier citizen i e reality hw corona downgraded dignity repeat it shud b applied number bier minister ka user at least number minister shud undergo severe co vid number venti la to in govt hospital repeat user url,1,0
3345,continuous use of hand sanitizers cause cancer,1,0
3346,a number th july number three district highest active co vid number case maharashtra are pune number thane number mumbai number co vid number co vid number co vid number co vid corona update coronavirus india coronavirus update coronavirus co vid update url,0,1
3347,india fight corona user regularly engaging state ut exhibiting either sudden surge co vid number case high caseload reporting higher mortality district stay safe india win detail url url,0,1
3348,user no cause don t get tested won t case dont remember sir donald stating dim sighted cdc also probably injected lysol vaccine immune disease may be they re lucky might become mutated repeat,1,0
3349,our reopening metric provide important benchmark considering reopen safely ultimately it s case by case decision includes factor ppe availability ability trace positive case much more,0,1
3350,any recent manufacturing gain wiped co vid number lockdown url url,1,0
3351,the government s lockdown sex rule explained url,1,0
3352,a message claim many physician chang gung hospital taiwan secretly quarantine co vid number indicating local transmission lack transparency government data,1,0
3353,go i strongly advised state ut take immediate step facilitate testing earliest enabling qualified medical practitioner including private practitioner prescribe co vid number test individual fulfilling criterion testing per guideline,0,1
3354,sadly today three people hospital co vid number one isolation ward auckland city hospital two icu north shore waikato hospital we wish full speedy recovery,0,1
3355,nigeria s co vid number case fatality ratio number june le country within outside africa this may attributable young population people tested positive disease age number number year more male affected female url,0,1
3356,user user they expert the big pharma rep disguised health expert they failed mention vitamin d supplementation part clique continue demonize hydroxychloroquine zinc lifesaver cov i smile url,1,0
3357,user show adult w co vid number twice likely reported dining restaurant getting sick compared adult w co vid number choose pickup delivery possible take step like staying number ft others wearing mask url url,0,1
3358,lesotho launched co vid number remedy,1,0
3359,rt user handwashing one best way prevent spread virus like co vid number here number thing know abou,0,1
3360,image patient lying rope bed open co vid number isolation ward pakistan,1,0
3361,police caught number muslim spreading coronavirus delhi,1,0
3362,if tennessee continues stay home hospital become overloaded however distancing relaxed potential number k hospitalization overwhelming system may number th learn url url,0,1
3363,person type a blood prone coronavirus,1,0
3364,our daily update published we ve tracked number million test number k yesterday new daily high there important caveat to day data detailed thread for detail see url url,0,1
3365,coronavirus stay fabric number hour washing clothes exposed sun two hour meet purpose killing it,1,0
3366,first city in the world conquers co vid number with chlorine dioxide mayor of autonomous city san jose bolivia take brave step in using chlorine dioxide first on himself to cure and then the whole city mayor germain a hero url url,1,0
3367,after husband tested positive coronavirus wife fled bangalore agra india,1,0
3368,number new case co vid number nigeria lagos number oyo number plateau number imo number kaduna number ogun number fct number enugu number bauchi number bayelsa number river number osun number kano number edo number benue number adamawa number borno number abia number ekiti number number confirmed number discharged number death url,0,1
3369,number number health secretary matt hancock say number isolation support payment made available next monday people low income self isolate find url url,0,1
3370,india record yet another single day rise new infection number case inching country s total confirmed case tally eight lakh karnataka cm b ye diy u rappa go self quarantine next five day coronavirus coronavirus fact url,1,0
3371,president trump sign number g bill exposure effect misleading,1,0
3372,a number july number number active co vid number case kishan ganj bihar user co vid number co vid number co vid number corona update coronavirus india coronavirus update coronavirus co vid update url,0,1
3373,data show brazilian state mina gerais fewer co vid number death cear even though adopted isolation measure,1,0
3374,a coronavirus case confirmed istanbul medical school hospital,1,0
3375,social gathering six people illegal england rule six come force user join user number am discus new rule policed kay burley sky number freeview number watch live url url,0,1
3376,with today s new case two additional recovered case total number active case number of number imported case miq facility number community case,0,1
3377,breaking after loss taste added list coronavirus symptom government advises self isolation anyone recently enjoyed episode mr brown boy,1,0
3378,a india record number new infection sixth consecutive day country s total confirmed case count stand number lakh union minister dharmendra pradhan former karnataka cm sidd a ramaiah tested positive coronavirus infection coronavirus update url,1,0
3379,the increase testing broadly distributed among state these state reported number k test today ca number fl number ga number il number ma number mn number ny number tn number tx number va number,0,1
3380,number new case co vid number nigeria lagos number ebony i number edo number on do number fct number oyo number kwara number plateau number osun number bayelsa number ekiti number katsina number akwa ibom number kaduna number river number niger number ogun number kano number cross river number bauchi number number confirmed number discharged number death url,0,1
3381,a number pm number th april number confirmed case number discharged number death for breakdown case state url lagos number fct number osun number oyo number edo number bauchi number akwa ibom number kaduna number ogun number enugu number ekiti number river number benue number on do number kwara number,0,1
3382,acc user number july number total number sample tested co vid number number co vid number test conducted yesterday bihar co vid number co vid number corona update coronavirus india coronavirus update coronavirus co vid update url,0,1
3383,here even broader view course pandemic march number july number first test url,0,1
3384,who backtracked released document stating mask efficient protect healthy people co vid number,1,0
3385,pm modi dressed like marriage reception visit hospital recently despite co vid number pandemic country,1,0
3386,nurse komal mishra pune india died due co vid number treating patient,1,0
3387,you may seen high death count source last day thats new york city new york state report differently see nyc screenshot we use new york state number url url,0,1
3388,idh hospital main center sri lanka treating co vid number patient shortage number essential,1,0
3389,president trump blame coronavirus slit ty eyed foreigner muslim new york time d url donald trump,1,0
3390,chinese intelligence officer reveals coronavirus bioweapon,1,0
3391,repeat if look one hydroxychloroquine survey bad survey giving people bad shape they old almost dead repeat,1,0
3392,a share pic state since beginning corona crisis number people died number child missing,1,0
3393,rt user during co vid number false information virus circulating online you take step protect by che,1,0
3394,a may survey public attitude behavior belief regarding co vid number recommendation found widespread support stay at home order nonessential business closure most participant also reported adhering public health guideline see user url url,0,1
3395,co vid affect patient cancer differently based type age gender use chemo url,0,1
3396,repeat guess what child are risk unless underlying medical issue repeat,1,0
3397,india fight corona increasing gap co vid number recovered active case india may number number september number number stay safe india win url,0,1
3398,coronavirus patient zero sex bat,1,0
3399,cdc offer technical assistance resource help inform state local school system work health official make community based decision opening k number school co vid number pandemic url url,0,1
3400,colorado s marijuana shop are breaking sale record url coronavirus marijuana colorado pot sale,1,0
3401,rt user we done number number thousand test already india capacity perform number number thousand test week there number,0,1
3402,bill de blasio mayor new york city said would keep school open infected student found class would take day clean reopen school,1,0
3403,our daily update published state reported number k case today third highest number we ve seen the country nearing peak level co vid number patient hospitalized number k state reported number death number day average number back level june url,0,1
